Probe,logFC,p.val,adj.p.val
1627088_at,-5.81E-01,4.95E-04,1.88E-02
1627945_at,5.64E-02,4.98E-04,1.89E-02
1628702_at,2.22E-01,5.07E-04,1.92E-02
1625042_at,-2.43E-01,5.08E-04,1.92E-02
1626218_s_at,1.03E-01,5.08E-04,1.92E-02
1636005_at,2.38E-01,5.09E-04,1.92E-02
1633434_at,-2.09E-01,5.10E-04,1.92E-02
1638807_s_at,1.17E-01,5.11E-04,1.92E-02
1640978_at,-2.18E-01,5.13E-04,1.92E-02
1639349_at,-1.08E-01,5.17E-04,1.93E-02
1637374_at,1.25E-01,5.19E-04,1.94E-02
1632822_at,7.21E-02,5.24E-04,1.95E-02
1626441_at,-2.06E-01,5.27E-04,1.96E-02
1637143_at,1.11E-01,5.29E-04,1.96E-02
1633651_at,1.00E-01,5.29E-04,1.96E-02
1632972_at,1.53E-01,5.31E-04,1.96E-02
1624235_at,1.08E-01,5.37E-04,1.98E-02
1636233_at,2.33E-01,5.38E-04,1.98E-02
1634521_at,-1.51E-01,5.45E-04,2.00E-02
1623105_at,9.84E-02,5.47E-04,2.01E-02
1638377_x_at,-4.53E-01,5.49E-04,2.01E-02
1625334_at,7.83E-02,5.51E-04,2.01E-02
1632172_at,-1.26E-01,5.55E-04,2.02E-02
1622950_a_at,7.49E-02,5.62E-04,2.05E-02
1632922_at,1.73E-01,5.64E-04,2.05E-02
1627011_at,-9.27E-02,5.65E-04,2.05E-02
1624517_at,-8.36E-02,5.66E-04,2.05E-02
1626116_at,-9.47E-02,5.73E-04,2.07E-02
1636001_at,1.06E-01,5.73E-04,2.07E-02
1637792_at,8.61E-02,5.92E-04,2.13E-02
1629254_at,-1.43E-01,5.95E-04,2.14E-02
1630408_s_at,7.35E-02,6.01E-04,2.15E-02
1641340_s_at,1.40E-01,6.01E-04,2.15E-02
1638656_at,1.40E-01,6.03E-04,2.15E-02
1628613_a_at,7.08E-02,6.04E-04,2.15E-02
1636879_at,1.73E-01,6.06E-04,2.16E-02
1623810_at,2.84E-01,6.09E-04,2.16E-02
1630237_a_at,8.12E-02,6.28E-04,2.23E-02
1637095_at,2.55E-01,6.31E-04,2.23E-02
1628662_at,-5.84E-02,6.32E-04,2.23E-02
1630680_at,1.27E-01,6.34E-04,2.23E-02
1633473_s_at,6.73E-02,6.45E-04,2.26E-02
1633377_at,1.64E-01,6.45E-04,2.26E-02
1631571_a_at,9.01E-02,6.50E-04,2.28E-02
1637481_at,1.13E-01,6.54E-04,2.29E-02
1637093_at,-1.19E-01,6.58E-04,2.30E-02
1641477_at,-1.36E-01,6.65E-04,2.32E-02
1633492_at,1.61E-01,6.69E-04,2.33E-02
1636420_at,-5.48E-02,6.72E-04,2.33E-02
1629520_at,-1.04E-01,6.74E-04,2.33E-02
1633217_at,-1.09E-01,6.76E-04,2.34E-02
1638803_at,1.01E-01,6.79E-04,2.34E-02
1628771_s_at,-6.26E-02,6.88E-04,2.37E-02
1639903_at,9.43E-01,6.93E-04,2.38E-02
1639983_at,4.15E-01,6.93E-04,2.38E-02
1638264_at,1.205193974,6.97E-04,2.39E-02
1633048_at,-2.10E-01,6.99E-04,2.39E-02
1629159_at,-8.22E-02,7.02E-04,2.40E-02
1626074_at,-1.11E-01,7.06E-04,2.41E-02
1625011_at,8.08E-02,7.08E-04,2.41E-02
1633729_a_at,-7.88E-02,7.11E-04,2.41E-02
1634796_at,1.10E-01,7.12E-04,2.41E-02
1623916_at,-8.71E-02,7.20E-04,2.43E-02
1623906_at,-9.76E-02,7.20E-04,2.43E-02
1630052_s_at,-8.66E-02,7.25E-04,2.44E-02
1627725_at,-9.61E-02,7.25E-04,2.44E-02
1627649_at,-1.18E-01,7.25E-04,2.44E-02
1635996_at,9.77E-02,7.27E-04,2.44E-02
1631759_at,8.03E-02,7.30E-04,2.45E-02
1634184_a_at,1.44E-01,7.36E-04,2.46E-02
1626940_at,-6.55E-02,7.38E-04,2.46E-02
1632490_at,9.86E-02,7.44E-04,2.48E-02
1623355_at,-1.51E-01,7.48E-04,2.49E-02
1627990_at,5.60E-02,7.52E-04,2.49E-02
1628608_at,-1.98E-01,7.53E-04,2.49E-02
1627843_at,-5.95E-02,7.55E-04,2.49E-02
1639577_at,-1.25E-01,7.57E-04,2.49E-02
1624437_s_at,-4.97E-01,7.57E-04,2.49E-02
1632534_at,-1.76E-01,7.58E-04,2.49E-02
1633604_at,9.23E-02,7.58E-04,2.49E-02
1624609_at,-1.02E-01,7.70E-04,2.52E-02
1639620_at,9.80E-02,7.72E-04,2.53E-02
1634913_s_at,1.18E-01,7.75E-04,2.53E-02
1631193_at,-1.02E-01,7.85E-04,2.56E-02
1640246_at,-5.70E-02,7.88E-04,2.57E-02
1635329_at,5.90E-02,7.91E-04,2.57E-02
1640873_s_at,-1.19E-01,7.96E-04,2.58E-02
1623666_at,-1.90E-01,8.00E-04,2.59E-02
1623732_at,4.46E-01,8.09E-04,2.62E-02
1636393_at,-9.97E-02,8.18E-04,2.64E-02
1624181_at,-1.07E-01,8.21E-04,2.65E-02
1633030_at,1.20E-01,8.28E-04,2.66E-02
1626511_at,9.78E-02,8.33E-04,2.67E-02
1631439_at,1.61E-01,8.35E-04,2.67E-02
1639020_at,-7.21E-02,8.36E-04,2.67E-02
1634839_at,7.84E-02,8.37E-04,2.67E-02
1629811_at,1.77E-01,8.37E-04,2.67E-02
1639406_at,8.12E-02,8.38E-04,2.67E-02
1626228_a_at,2.62E-01,8.54E-04,2.72E-02
1626751_at,-6.14E-02,8.57E-04,2.72E-02
1623706_at,2.50E-01,8.62E-04,2.73E-02
1625857_at,7.75E-02,8.64E-04,2.73E-02
1638335_at,1.43E-01,8.76E-04,2.77E-02
1625053_at,2.30E-01,8.79E-04,2.77E-02
1640091_at,-1.55E-01,8.84E-04,2.78E-02
1641660_at,1.18E-01,8.85E-04,2.78E-02
1630275_at,6.85E-02,8.87E-04,2.78E-02
1628758_at,-8.69E-02,8.95E-04,2.80E-02
1626049_at,7.15E-02,9.00E-04,2.81E-02
1631670_at,1.09E-01,9.05E-04,2.82E-02
1641695_a_at,-8.44E-02,9.18E-04,2.86E-02
1636631_at,-1.35E-01,9.18E-04,2.86E-02
1636068_a_at,6.12E-02,9.24E-04,2.87E-02
1628972_at,1.39E-01,9.29E-04,2.88E-02
1623349_x_at,1.88E-01,9.31E-04,2.88E-02
1637490_at,-8.48E-02,9.32E-04,2.88E-02
1636960_a_at,5.08E-02,9.33E-04,2.88E-02
1627855_at,1.60E-01,9.38E-04,2.89E-02
1623440_at,-1.53E-01,9.41E-04,2.89E-02
1640539_a_at,8.20E-02,9.46E-04,2.90E-02
1623847_at,-7.33E-02,9.49E-04,2.90E-02
1624802_at,-1.12E-01,9.49E-04,2.90E-02
1638908_at,1.18E-01,9.49E-04,2.90E-02
1629507_a_at,9.88E-02,9.54E-04,2.91E-02
1630528_at,3.22E-01,9.62E-04,2.93E-02
1638325_at,-1.00E-01,9.63E-04,2.93E-02
1638468_at,-9.06E-02,9.65E-04,2.93E-02
1629483_at,-1.94E-01,9.68E-04,2.94E-02
1625204_a_at,-6.82E-02,9.71E-04,2.94E-02
1635482_at,-7.63E-02,9.75E-04,2.94E-02
1624777_at,1.67E-01,9.75E-04,2.94E-02
1625819_at,9.55E-02,9.78E-04,2.94E-02
1639585_a_at,-5.79E-02,9.78E-04,2.94E-02
1622901_at,-1.54E-01,9.83E-04,2.95E-02
1633782_at,-9.95E-02,9.85E-04,2.95E-02
AFFX-Dm-U57609-2_s_at,-7.64E-02,9.88E-04,2.96E-02
1637397_a_at,-7.24E-02,9.90E-04,2.96E-02
1638371_at,-8.18E-02,1.00E-03,2.98E-02
1627898_at,-8.34E-02,1.01E-03,3.00E-02
1635270_at,9.74E-01,1.01E-03,3.02E-02
1633227_s_at,1.93E-01,1.02E-03,3.02E-02
1632455_at,-4.25E-02,1.02E-03,3.02E-02
1637465_at,1.89E-01,1.03E-03,3.04E-02
1639532_at,-9.61E-02,1.04E-03,3.06E-02
1627986_s_at,3.72E-01,1.04E-03,3.06E-02
1640687_at,-1.01E-01,1.04E-03,3.06E-02
1630614_s_at,-3.59E-01,1.04E-03,3.07E-02
1636857_at,1.97E-01,1.06E-03,3.11E-02
1625833_at,1.45E-01,1.06E-03,3.11E-02
1626766_s_at,1.47E-01,1.07E-03,3.13E-02
1629875_a_at,-2.78E-01,1.07E-03,3.14E-02
1625667_at,-7.68E-02,1.08E-03,3.15E-02
1641307_at,4.12E-01,1.08E-03,3.15E-02
1636762_a_at,-8.96E-02,1.08E-03,3.15E-02
1627018_s_at,-7.96E-02,1.08E-03,3.15E-02
1623743_at,-8.94E-02,1.08E-03,3.15E-02
1627173_at,7.09E-02,1.09E-03,3.15E-02
1626750_at,-9.41E-02,1.09E-03,3.16E-02
1623802_at,-1.04E-01,1.10E-03,3.17E-02
1622946_at,-2.54E-01,1.11E-03,3.19E-02
1640478_at,-1.51E-01,1.12E-03,3.24E-02
1637277_at,1.13E-01,1.13E-03,3.26E-02
1624262_at,-1.42E-01,1.14E-03,3.26E-02
1627512_at,1.18E-01,1.14E-03,3.27E-02
1634606_a_at,6.89E-02,1.15E-03,3.29E-02
1637610_at,1.17E-01,1.15E-03,3.29E-02
1638597_s_at,-1.01E-01,1.16E-03,3.31E-02
1626438_at,2.02E-01,1.16E-03,3.31E-02
1627046_at,5.87E-02,1.17E-03,3.32E-02
1622922_at,1.28E-01,1.17E-03,3.34E-02
1640587_at,3.47E-01,1.20E-03,3.40E-02
1633637_at,-1.17E-01,1.20E-03,3.41E-02
1634988_a_at,-1.07E-01,1.21E-03,3.42E-02
1635589_at,-6.64E-02,1.21E-03,3.43E-02
1631523_at,-1.62E-01,1.22E-03,3.43E-02
1632591_at,2.43E-01,1.22E-03,3.43E-02
1629803_a_at,2.58E-01,1.22E-03,3.44E-02
1625990_at,9.39E-02,1.23E-03,3.45E-02
1633543_s_at,-1.77E-01,1.23E-03,3.46E-02
1627239_s_at,4.82E-02,1.24E-03,3.47E-02
1638856_at,-1.28E-01,1.25E-03,3.50E-02
1633882_at,-1.75E-01,1.26E-03,3.50E-02
1631862_at,1.43E-01,1.26E-03,3.50E-02
1623481_at,4.90E-02,1.26E-03,3.50E-02
1629517_at,2.64E-01,1.26E-03,3.50E-02
1640410_at,-1.48E-01,1.27E-03,3.52E-02
1628314_a_at,-8.08E-02,1.27E-03,3.52E-02
1632623_at,-9.32E-02,1.27E-03,3.53E-02
1634112_a_at,5.46E-02,1.28E-03,3.53E-02
1627967_a_at,-1.09E-01,1.28E-03,3.54E-02
1637322_at,8.90E-02,1.29E-03,3.54E-02
1626217_at,-6.53E-02,1.29E-03,3.55E-02
1637989_at,1.25E-01,1.30E-03,3.55E-02
1635238_s_at,6.24E-02,1.30E-03,3.55E-02
1632380_at,8.95E-02,1.30E-03,3.55E-02
1641540_a_at,8.98E-02,1.30E-03,3.55E-02
1624223_at,-6.58E-02,1.30E-03,3.55E-02
1634124_at,-1.07E-01,1.31E-03,3.58E-02
1632393_at,1.40E-01,1.32E-03,3.60E-02
1628869_s_at,-6.29E-02,1.32E-03,3.60E-02
1623643_s_at,-9.30E-02,1.33E-03,3.61E-02
1629969_at,-1.50E-01,1.34E-03,3.62E-02
1633266_at,1.10E-01,1.34E-03,3.62E-02
1631849_at,1.06E-01,1.34E-03,3.62E-02
1638476_s_at,-1.92E-01,1.34E-03,3.62E-02
1638827_at,6.27E-02,1.35E-03,3.62E-02
1624694_at,-1.00E-01,1.35E-03,3.62E-02
1630526_at,-5.50E-02,1.35E-03,3.62E-02
1626098_at,-1.41E-01,1.35E-03,3.62E-02
1630955_at,8.03E-02,1.36E-03,3.64E-02
1629375_at,1.09E-01,1.36E-03,3.65E-02
1623117_at,9.24E-02,1.37E-03,3.65E-02
1633648_at,-1.14E-01,1.37E-03,3.65E-02
1628364_at,-1.41E-01,1.37E-03,3.65E-02
1632335_at,-9.57E-02,1.37E-03,3.66E-02
1631766_at,-5.86E-02,1.38E-03,3.66E-02
1626259_at,6.44E-02,1.38E-03,3.66E-02
1626480_s_at,-6.62E-02,1.38E-03,3.67E-02
1625176_at,-2.86E-01,1.39E-03,3.67E-02
1625832_at,-1.58E-01,1.40E-03,3.70E-02
1633279_s_at,-1.06E-01,1.40E-03,3.70E-02
1624630_at,-9.81E-02,1.41E-03,3.72E-02
1630071_at,-9.31E-02,1.42E-03,3.72E-02
1623370_at,-7.82E-02,1.42E-03,3.72E-02
1629549_s_at,9.80E-02,1.42E-03,3.73E-02
1631640_a_at,-6.16E-02,1.42E-03,3.73E-02
1626481_a_at,-5.31E-02,1.43E-03,3.74E-02
1639979_at,-6.65E-02,1.43E-03,3.74E-02
1628623_at,1.50E-01,1.44E-03,3.75E-02
1640833_at,1.42E-01,1.45E-03,3.77E-02
1625627_at,-8.53E-02,1.45E-03,3.78E-02
1639257_s_at,-5.21E-02,1.46E-03,3.80E-02
1640829_at,1.62E-01,1.47E-03,3.81E-02
1623545_at,-1.08E-01,1.47E-03,3.81E-02
1640200_at,8.63E-02,1.47E-03,3.82E-02
1625755_at,1.00E-01,1.49E-03,3.84E-02
1627318_at,-8.51E-02,1.49E-03,3.84E-02
1633792_a_at,6.12E-02,1.49E-03,3.84E-02
1626975_at,-7.96E-02,1.49E-03,3.84E-02
1638643_at,-8.19E-02,1.50E-03,3.86E-02
1631627_at,1.20E-01,1.50E-03,3.86E-02
1639297_at,2.94E-01,1.52E-03,3.90E-02
1625019_at,-5.36E-02,1.52E-03,3.90E-02
1625120_at,-1.46E-01,1.52E-03,3.90E-02
1634985_at,7.70E-02,1.53E-03,3.90E-02
1624819_s_at,2.81E-01,1.54E-03,3.92E-02
1633593_s_at,2.03E-01,1.54E-03,3.92E-02
1626689_at,-7.08E-01,1.55E-03,3.95E-02
1634013_at,8.03E-02,1.56E-03,3.96E-02
1627136_at,8.48E-02,1.57E-03,3.98E-02
1623782_at,6.58E-02,1.57E-03,3.98E-02
1631861_at,-1.05E-01,1.58E-03,4.00E-02
1633400_at,6.47E-02,1.58E-03,4.00E-02
1626923_at,-2.18E-01,1.59E-03,4.01E-02
1634041_at,-9.52E-02,1.61E-03,4.05E-02
1635291_a_at,5.26E-02,1.62E-03,4.09E-02
1631061_at,-1.04E-01,1.64E-03,4.11E-02
1628641_at,-7.65E-02,1.64E-03,4.11E-02
1637615_at,6.78E-02,1.64E-03,4.11E-02
1624206_at,2.37E-01,1.65E-03,4.12E-02
1629232_at,-9.01E-02,1.66E-03,4.14E-02
1631832_at,-4.18E-02,1.66E-03,4.15E-02
1633584_at,7.31E-02,1.66E-03,4.15E-02
1638103_at,9.88E-02,1.67E-03,4.15E-02
1623495_at,-7.30E-02,1.68E-03,4.17E-02
1637146_at,-1.11E-01,1.68E-03,4.17E-02
1628792_at,4.87E-02,1.68E-03,4.17E-02
1624704_at,7.87E-02,1.69E-03,4.18E-02
1635266_at,9.18E-02,1.70E-03,4.20E-02
1628426_s_at,-7.30E-02,1.71E-03,4.22E-02
1638938_at,1.03E-01,1.71E-03,4.22E-02
1624100_at,1.50E-01,1.71E-03,4.22E-02
1640666_at,-3.10E-01,1.72E-03,4.22E-02
1640544_a_at,2.10E-01,1.72E-03,4.23E-02
1640313_s_at,4.74E-02,1.72E-03,4.23E-02
1627064_at,-7.48E-02,1.72E-03,4.23E-02
1639044_at,1.01E-01,1.73E-03,4.23E-02
1629179_at,-3.03E-01,1.73E-03,4.23E-02
1640640_at,8.61E-02,1.74E-03,4.24E-02
1641282_at,-1.36E-01,1.74E-03,4.25E-02
1641291_at,-6.41E-02,1.74E-03,4.25E-02
1625263_at,7.43E-02,1.78E-03,4.32E-02
1631145_at,-1.48E-01,1.78E-03,4.34E-02
1640559_at,9.37E-02,1.79E-03,4.35E-02
1638580_at,9.98E-02,1.79E-03,4.35E-02
1626695_at,1.16E-01,1.80E-03,4.36E-02
1626833_at,-8.93E-02,1.81E-03,4.36E-02
1626536_at,1.25E-01,1.82E-03,4.40E-02
1637160_at,6.62E-02,1.83E-03,4.40E-02
1628419_a_at,1.11E-01,1.83E-03,4.40E-02
1631783_at,-1.06E-01,1.83E-03,4.40E-02
1633613_at,5.90E-02,1.83E-03,4.40E-02
1624808_at,9.05E-02,1.84E-03,4.41E-02
1624042_at,2.40E-01,1.84E-03,4.41E-02
1625259_at,-9.68E-02,1.84E-03,4.41E-02
1631368_s_at,4.84E-02,1.85E-03,4.42E-02
1629789_at,-1.16E-01,1.87E-03,4.47E-02
1623986_at,-7.88E-02,1.88E-03,4.48E-02
1625164_at,3.59E-01,1.89E-03,4.50E-02
1639534_at,1.23E-01,1.90E-03,4.52E-02
1629486_at,-8.88E-02,1.91E-03,4.52E-02
1632465_s_at,7.70E-02,1.91E-03,4.52E-02
1639513_at,-6.01E-02,1.91E-03,4.52E-02
1627446_at,1.24E-01,1.92E-03,4.54E-02
1636318_at,-8.01E-02,1.93E-03,4.55E-02
1631606_at,1.22E-01,1.93E-03,4.56E-02
1641334_at,-7.97E-02,1.93E-03,4.56E-02
1640430_s_at,7.00E-02,1.94E-03,4.56E-02
1627706_a_at,-1.23E-01,1.94E-03,4.57E-02
1628645_at,9.43E-02,1.95E-03,4.58E-02
1638457_at,8.52E-02,1.96E-03,4.59E-02
1634575_at,8.14E-02,1.96E-03,4.59E-02
1640854_at,7.32E-02,1.96E-03,4.59E-02
1639599_at,6.73E-02,1.97E-03,4.59E-02
1630163_at,1.37E-01,1.97E-03,4.59E-02
1640981_at,9.03E-02,1.98E-03,4.61E-02
1623757_at,3.39E-01,1.98E-03,4.62E-02
1633255_at,1.63E-01,1.99E-03,4.62E-02
1634882_at,6.88E-02,1.99E-03,4.63E-02
1624439_at,-6.39E-02,2.00E-03,4.63E-02
1632873_at,-5.99E-02,2.01E-03,4.67E-02
1636419_at,1.07E-01,2.02E-03,4.68E-02
1635671_at,-2.13E-01,2.03E-03,4.70E-02
1628482_at,-7.87E-02,2.05E-03,4.73E-02
1625508_at,-7.67E-02,2.05E-03,4.73E-02
1635796_a_at,-5.74E-02,2.06E-03,4.74E-02
1636471_at,-8.12E-02,2.06E-03,4.74E-02
1633702_at,-1.10E-01,2.06E-03,4.74E-02
1638275_at,-2.17E-01,2.07E-03,4.75E-02
1639766_at,-7.10E-02,2.08E-03,4.77E-02
1638714_at,8.01E-02,2.09E-03,4.78E-02
1626907_at,7.41E-02,2.09E-03,4.78E-02
1638750_at,-7.02E-02,2.09E-03,4.78E-02
1623061_at,-8.33E-02,2.10E-03,4.78E-02
1639069_at,8.17E-01,2.10E-03,4.78E-02
1631971_at,1.05E-01,2.10E-03,4.78E-02
1623472_at,1.27E-01,2.10E-03,4.78E-02
1624688_at,1.94E-01,2.11E-03,4.79E-02
1624749_at,-8.99E-02,2.11E-03,4.79E-02
1637937_at,2.23E-01,2.12E-03,4.81E-02
1626573_at,-8.67E-02,2.12E-03,4.81E-02
1636186_s_at,8.13E-02,2.13E-03,4.81E-02
1638136_at,1.43E-01,2.15E-03,4.85E-02
1639454_at,3.09E-01,2.16E-03,4.85E-02
1630761_at,3.98E-01,2.16E-03,4.85E-02
1624852_at,-8.90E-02,2.16E-03,4.85E-02
1632384_at,-5.65E-02,2.16E-03,4.86E-02
1633066_at,-1.14E-01,2.17E-03,4.86E-02
1630064_at,-1.09E-01,2.17E-03,4.87E-02
1628599_at,-9.63E-02,2.18E-03,4.88E-02
1641476_a_at,6.97E-02,2.19E-03,4.89E-02
1636031_at,2.04E-01,2.19E-03,4.89E-02
1634549_at,9.63E-02,2.20E-03,4.90E-02
1630088_at,-2.12E-01,2.20E-03,4.90E-02
1638919_at,-5.90E-02,2.20E-03,4.90E-02
1625140_at,-1.63E-01,2.21E-03,4.91E-02
1635593_at,-9.75E-02,2.21E-03,4.91E-02
1625900_at,-8.01E-02,2.22E-03,4.91E-02
1636689_at,-1.89E-01,2.22E-03,4.92E-02
1629981_at,-6.31E-02,2.24E-03,4.96E-02
1634940_at,8.35E-02,2.25E-03,4.96E-02
1624273_at,-1.43E-01,2.25E-03,4.98E-02
1641373_at,6.41E-02,2.27E-03,4.99E-02
1623372_at,-1.49E-01,2.27E-03,4.99E-02
1633264_at,9.34E-02,2.27E-03,4.99E-02
1640337_a_at,7.54E-02,2.28E-03,4.99E-02
1623484_at,1.24E-01,2.28E-03,4.99E-02
1641398_s_at,1.31E-01,2.28E-03,4.99E-02
1629620_s_at,5.87E-02,2.28E-03,4.99E-02
1626883_at,4.45E-02,2.29E-03,4.99E-02
