Probe,logFC,p.val,adj.p.val
1631801_at,-2.31E-01,9.50E-04,3.63E-02
1626702_at,6.73E-02,9.51E-04,3.63E-02
1626235_at,1.74E-01,9.70E-04,3.69E-02
1640031_at,-1.05E-01,9.71E-04,3.69E-02
1626048_at,-1.70E-01,9.82E-04,3.72E-02
1636804_at,1.28E-01,9.87E-04,3.73E-02
1639480_at,-7.70E-02,9.92E-04,3.75E-02
1637697_at,7.33E-02,1.01E-03,3.80E-02
1640423_at,-9.63E-02,1.01E-03,3.81E-02
1635447_at,1.43E-01,1.01E-03,3.81E-02
1635997_a_at,6.26E-02,1.02E-03,3.83E-02
1638687_at,-1.80E-01,1.03E-03,3.83E-02
1637418_at,7.76E-02,1.03E-03,3.83E-02
1634243_a_at,-9.21E-02,1.03E-03,3.83E-02
1633046_at,-7.77E-02,1.03E-03,3.85E-02
1627795_at,1.01E-01,1.04E-03,3.85E-02
1640276_a_at,-5.72E-02,1.04E-03,3.85E-02
1630359_at,-3.66E-01,1.04E-03,3.85E-02
1640355_at,-2.61E-01,1.05E-03,3.86E-02
1637108_at,8.91E-02,1.05E-03,3.88E-02
1627096_s_at,2.07E-01,1.06E-03,3.89E-02
1625947_at,-2.12E-01,1.06E-03,3.89E-02
1639924_at,7.50E-02,1.06E-03,3.89E-02
1640378_s_at,8.53E-02,1.07E-03,3.91E-02
1637553_at,6.78E-02,1.07E-03,3.91E-02
1639034_at,-1.16E-01,1.08E-03,3.93E-02
1627611_at,7.55E-02,1.10E-03,3.98E-02
1638182_at,1.82E-01,1.10E-03,3.98E-02
1635231_at,7.38E-02,1.10E-03,3.99E-02
1627146_at,6.60E-02,1.11E-03,4.00E-02
1627628_at,7.97E-02,1.12E-03,4.02E-02
1627854_at,-1.10E-01,1.12E-03,4.03E-02
1627211_at,1.02E-01,1.12E-03,4.03E-02
1625663_at,6.88E-02,1.13E-03,4.04E-02
1636274_at,-3.03E-01,1.14E-03,4.08E-02
1637485_at,1.51E-01,1.14E-03,4.08E-02
1630186_at,-1.41E-01,1.15E-03,4.10E-02
1623314_at,-7.00E-02,1.16E-03,4.10E-02
1624725_at,-1.10E-01,1.16E-03,4.10E-02
1624932_at,-1.33E-01,1.16E-03,4.10E-02
1626885_at,-7.15E-02,1.16E-03,4.10E-02
1634614_at,-4.35E-02,1.16E-03,4.10E-02
1628746_at,1.11E-01,1.17E-03,4.10E-02
1636033_at,-5.79E-02,1.17E-03,4.10E-02
1641481_at,1.60E-01,1.17E-03,4.12E-02
1626659_at,-9.68E-02,1.18E-03,4.12E-02
1637189_at,-7.92E-02,1.18E-03,4.12E-02
1623920_at,9.27E-02,1.18E-03,4.12E-02
1641659_s_at,-6.41E-02,1.18E-03,4.12E-02
1635215_at,-5.19E-02,1.19E-03,4.13E-02
1625887_at,-1.15E-01,1.19E-03,4.13E-02
1633997_s_at,-4.81E-02,1.19E-03,4.13E-02
1627747_s_at,7.69E-02,1.20E-03,4.14E-02
1629766_at,-6.25E-02,1.21E-03,4.14E-02
1628551_at,-1.86E-01,1.21E-03,4.14E-02
1631649_at,-1.42E-01,1.21E-03,4.14E-02
1638332_at,-2.84E-01,1.21E-03,4.14E-02
1625493_at,-1.23E-01,1.21E-03,4.14E-02
1632301_at,-5.52E-02,1.21E-03,4.15E-02
1628818_at,-1.48E-01,1.22E-03,4.18E-02
1631216_a_at,-1.38E-01,1.23E-03,4.21E-02
1638992_at,8.25E-02,1.24E-03,4.23E-02
1626301_at,1.70E-01,1.27E-03,4.31E-02
1639448_at,-9.87E-02,1.28E-03,4.33E-02
1622894_at,1.84E-01,1.28E-03,4.34E-02
1630306_at,-4.13E-02,1.29E-03,4.35E-02
1641235_at,-1.87E-01,1.29E-03,4.35E-02
1631619_a_at,9.47E-02,1.30E-03,4.36E-02
1630508_at,7.46E-02,1.30E-03,4.36E-02
1638240_s_at,2.66E-01,1.30E-03,4.36E-02
1635868_at,2.46E-01,1.32E-03,4.43E-02
1640595_at,-7.59E-02,1.34E-03,4.48E-02
1629971_at,8.53E-02,1.34E-03,4.48E-02
1636244_s_at,2.44E-01,1.34E-03,4.48E-02
1628872_at,1.58E-01,1.35E-03,4.48E-02
1632208_at,7.48E-02,1.35E-03,4.48E-02
1624159_at,1.63E-01,1.35E-03,4.48E-02
1631569_s_at,-7.26E-02,1.36E-03,4.51E-02
1625140_at,1.66E-01,1.37E-03,4.52E-02
1634258_at,9.46E-02,1.38E-03,4.55E-02
1631098_at,1.56E-01,1.38E-03,4.55E-02
1629836_at,1.05E-01,1.39E-03,4.56E-02
1633645_at,-1.59E-01,1.40E-03,4.61E-02
1634744_at,7.31E-02,1.42E-03,4.65E-02
1626431_at,-7.59E-02,1.43E-03,4.66E-02
1624759_s_at,-1.19E-01,1.44E-03,4.67E-02
1627104_at,-8.85E-02,1.44E-03,4.67E-02
1626887_at,-1.06E-01,1.44E-03,4.67E-02
1624335_at,-6.61E-02,1.44E-03,4.67E-02
1624243_at,-1.27E-01,1.46E-03,4.74E-02
1634553_at,-1.20E-01,1.48E-03,4.77E-02
1623216_s_at,1.26E-01,1.48E-03,4.77E-02
1633791_at,-6.66E-02,1.48E-03,4.77E-02
1633252_at,-1.16E-01,1.48E-03,4.77E-02
1629698_at,9.65E-02,1.48E-03,4.77E-02
1624715_at,1.45E-01,1.51E-03,4.83E-02
1638844_s_at,1.30E-01,1.52E-03,4.87E-02
1641294_a_at,1.22E-01,1.52E-03,4.87E-02
1637773_s_at,8.58E-02,1.53E-03,4.87E-02
1640629_s_at,8.36E-02,1.53E-03,4.87E-02
1633738_at,8.96E-02,1.53E-03,4.87E-02
1637535_at,-1.87E-01,1.54E-03,4.88E-02
1629969_at,1.22E-01,1.55E-03,4.92E-02
1633968_at,-7.29E-02,1.56E-03,4.93E-02
1634792_s_at,8.94E-02,1.56E-03,4.93E-02
1633059_at,-4.82E-01,1.56E-03,4.93E-02
1639762_at,1.52E-01,1.57E-03,4.93E-02
1635959_at,-1.03E-01,1.57E-03,4.93E-02
1636271_a_at,1.22E-01,1.57E-03,4.94E-02
1632700_a_at,-1.14E-01,1.58E-03,4.96E-02
1632216_at,-1.07E-01,1.59E-03,4.98E-02
1631770_at,8.85E-02,1.60E-03,4.98E-02
1625503_at,1.40E-01,1.60E-03,5.00E-02
