Probe,logFC,p.val,adj.p.val
1627194_at,-2.52E-01,8.93E-04,3.41E-02
1627322_at,5.84E-02,9.04E-04,3.44E-02
1635184_at,7.90E-02,9.05E-04,3.44E-02
1631400_at,-1.97E-01,9.24E-04,3.50E-02
1639671_at,-8.76E-02,9.28E-04,3.51E-02
1637611_at,-5.09E-02,9.32E-04,3.52E-02
1631129_at,-1.15E-01,9.37E-04,3.53E-02
1629997_at,7.44E-02,9.47E-04,3.56E-02
1630516_at,-8.30E-02,9.57E-04,3.59E-02
1629074_a_at,-8.53E-02,9.66E-04,3.61E-02
1641627_at,1.82E-01,9.69E-04,3.61E-02
1626431_at,-7.64E-02,9.69E-04,3.61E-02
1624090_at,-1.17E-01,9.70E-04,3.61E-02
1628935_at,-1.59E-01,9.76E-04,3.63E-02
1639374_s_at,2.08E-01,9.85E-04,3.65E-02
1631588_at,6.69E-02,9.89E-04,3.65E-02
1631243_s_at,8.94E-02,9.89E-04,3.65E-02
1626885_at,-7.44E-02,1.00E-03,3.69E-02
1631098_at,1.66E-01,1.01E-03,3.73E-02
1624027_at,-5.36E-02,1.02E-03,3.73E-02
1633427_at,-1.43E-01,1.02E-03,3.73E-02
1625252_s_at,-1.53E-01,1.02E-03,3.73E-02
1634243_a_at,-8.72E-02,1.02E-03,3.73E-02
1625096_at,-4.25E-02,1.04E-03,3.76E-02
1625196_a_at,1.01E-01,1.04E-03,3.76E-02
1623299_at,1.46E-01,1.04E-03,3.76E-02
1631204_at,-2.23E-01,1.04E-03,3.77E-02
1632906_at,7.18E-02,1.05E-03,3.78E-02
1632735_at,-1.25E-01,1.05E-03,3.80E-02
1636606_at,5.87E-02,1.05E-03,3.80E-02
1639560_at,6.74E-02,1.06E-03,3.81E-02
1624408_at,-7.24E-02,1.06E-03,3.81E-02
1629413_at,7.90E-02,1.06E-03,3.81E-02
1623866_at,1.45E-01,1.07E-03,3.81E-02
1639640_at,-1.00E-01,1.07E-03,3.82E-02
1633868_at,7.28E-02,1.07E-03,3.82E-02
1625587_at,1.72E-01,1.08E-03,3.82E-02
1636998_at,-2.67E-01,1.08E-03,3.82E-02
1633953_at,8.26E-02,1.08E-03,3.82E-02
1622962_a_at,-6.49E-02,1.08E-03,3.82E-02
1636156_at,-8.81E-02,1.08E-03,3.82E-02
1637367_at,1.58E-01,1.09E-03,3.83E-02
1632681_at,-8.99E-02,1.10E-03,3.86E-02
1634838_at,-1.40E-01,1.10E-03,3.86E-02
1623114_at,6.43E-02,1.11E-03,3.88E-02
1627146_at,6.01E-02,1.13E-03,3.94E-02
1623281_s_at,-1.38E-01,1.13E-03,3.95E-02
1639071_a_at,6.11E-02,1.14E-03,3.98E-02
1629698_at,6.35E-02,1.15E-03,3.99E-02
1638522_at,-4.55E-02,1.17E-03,4.04E-02
1629072_at,-5.55E-02,1.17E-03,4.04E-02
1640407_at,1.79E-01,1.17E-03,4.05E-02
1638811_at,1.09E-01,1.18E-03,4.05E-02
1641214_at,-5.20E-02,1.18E-03,4.05E-02
1640755_at,4.11E-01,1.18E-03,4.07E-02
1639418_at,7.64E-02,1.18E-03,4.07E-02
1627071_at,6.33E-02,1.19E-03,4.08E-02
1630434_a_at,-7.91E-02,1.19E-03,4.08E-02
1632734_s_at,-1.55E-01,1.19E-03,4.08E-02
1629177_at,6.99E-02,1.21E-03,4.13E-02
1630792_at,-3.97E-02,1.21E-03,4.13E-02
1632378_at,8.59E-02,1.22E-03,4.13E-02
1632642_a_at,4.60E-02,1.22E-03,4.15E-02
1627881_at,-1.82E-01,1.24E-03,4.18E-02
1640435_at,3.58E-02,1.26E-03,4.26E-02
1631066_at,-4.37E-01,1.26E-03,4.26E-02
1626930_at,4.33E-02,1.26E-03,4.26E-02
1632759_at,7.04E-02,1.27E-03,4.26E-02
1624343_at,-6.69E-02,1.27E-03,4.26E-02
1635412_at,1.23E-01,1.28E-03,4.27E-02
1628237_s_at,-5.25E-02,1.28E-03,4.28E-02
1627350_at,-1.80E-01,1.29E-03,4.31E-02
1638000_at,-8.15E-01,1.29E-03,4.31E-02
1639448_at,-1.03E-01,1.30E-03,4.32E-02
1638955_at,1.85E-01,1.31E-03,4.35E-02
1638872_at,8.02E-02,1.31E-03,4.35E-02
1629573_at,7.36E-02,1.32E-03,4.36E-02
1632251_s_at,-6.21E-02,1.32E-03,4.36E-02
1630748_at,7.40E-02,1.33E-03,4.36E-02
1623173_at,3.00E-01,1.33E-03,4.36E-02
1635868_at,2.53E-01,1.36E-03,4.44E-02
1629046_a_at,-1.21E-01,1.36E-03,4.44E-02
1629459_at,-8.94E-02,1.36E-03,4.44E-02
1624442_at,6.06E-02,1.36E-03,4.44E-02
1635130_a_at,4.33E-02,1.36E-03,4.44E-02
1641455_at,-7.66E-02,1.38E-03,4.49E-02
1637403_at,-3.59E-01,1.39E-03,4.51E-02
1636611_at,-2.88E-01,1.39E-03,4.51E-02
1631561_s_at,2.31E-01,1.39E-03,4.51E-02
1641582_at,-1.12E-01,1.39E-03,4.51E-02
1629745_at,-1.95E-01,1.40E-03,4.53E-02
1632662_at,8.08E-02,1.41E-03,4.53E-02
1631387_at,8.71E-02,1.41E-03,4.53E-02
1625120_at,1.36E-01,1.42E-03,4.55E-02
1626974_at,6.76E-02,1.43E-03,4.57E-02
1640405_at,6.81E-02,1.44E-03,4.60E-02
1638042_at,7.61E-02,1.44E-03,4.61E-02
1638903_at,2.55E-01,1.44E-03,4.61E-02
1634659_at,-8.71E-02,1.45E-03,4.61E-02
1635888_at,6.50E-02,1.45E-03,4.61E-02
1635237_at,-5.34E-02,1.45E-03,4.61E-02
1627862_at,-1.30E-01,1.46E-03,4.61E-02
1627729_s_at,-4.67E-02,1.46E-03,4.61E-02
1633192_at,1.50E-01,1.46E-03,4.61E-02
1631266_a_at,-1.29E-01,1.48E-03,4.66E-02
1624312_at,-1.03E-01,1.49E-03,4.68E-02
1626941_at,9.19E-02,1.49E-03,4.68E-02
1630752_at,-1.40E-01,1.50E-03,4.69E-02
1637426_at,5.33E-02,1.50E-03,4.69E-02
1626133_s_at,1.56E-01,1.51E-03,4.71E-02
1633002_at,1.71E-01,1.51E-03,4.71E-02
1634652_a_at,-4.61E-02,1.52E-03,4.74E-02
1632487_at,-6.13E-02,1.52E-03,4.74E-02
1636928_s_at,6.36E-02,1.53E-03,4.75E-02
1633411_s_at,-3.55E-01,1.54E-03,4.76E-02
1624316_at,6.44E-02,1.54E-03,4.76E-02
1635678_at,4.71E-02,1.55E-03,4.79E-02
1631483_at,-9.40E-02,1.55E-03,4.79E-02
1640324_at,1.53E-01,1.56E-03,4.79E-02
1632774_s_at,6.05E-02,1.56E-03,4.80E-02
1636968_at,8.44E-02,1.57E-03,4.83E-02
1624100_at,-1.82E-01,1.58E-03,4.83E-02
1635447_at,1.46E-01,1.58E-03,4.83E-02
1637958_at,1.90E-01,1.59E-03,4.86E-02
1641480_at,6.04E-02,1.59E-03,4.86E-02
1630027_s_at,5.76E-02,1.60E-03,4.86E-02
1624759_s_at,-1.14E-01,1.60E-03,4.86E-02
1626064_at,-7.99E-02,1.60E-03,4.87E-02
1633332_at,6.37E-02,1.61E-03,4.87E-02
1623428_at,-1.46E-01,1.61E-03,4.87E-02
1630039_at,8.17E-02,1.62E-03,4.90E-02
1636292_at,2.02E-01,1.63E-03,4.93E-02
1639632_at,-4.93E-02,1.64E-03,4.93E-02
1634792_s_at,1.11E-01,1.64E-03,4.93E-02
1630891_at,6.53E-02,1.64E-03,4.94E-02
1625402_at,9.81E-02,1.65E-03,4.94E-02
1628335_at,-7.61E-02,1.65E-03,4.95E-02
1636073_at,-4.96E-02,1.67E-03,4.98E-02
