Probe,logFC,p.val,adj.p.val
1631626_at,-1.84E-01,1.08E-04,4.11E-03
1635769_at,-3.98E-01,1.09E-04,4.13E-03
1629191_s_at,-1.53E-01,1.11E-04,4.18E-03
1638368_at,-3.83E-01,1.11E-04,4.19E-03
1635488_at,1.61E-01,1.11E-04,4.19E-03
1641288_at,2.52E-01,1.14E-04,4.30E-03
1623137_s_at,1.82E-01,1.17E-04,4.38E-03
1632082_at,-1.78E-01,1.17E-04,4.39E-03
1632400_at,-3.38E-01,1.18E-04,4.40E-03
1623545_at,-1.74E-01,1.18E-04,4.42E-03
1632656_at,-6.02E-01,1.21E-04,4.51E-03
1635291_a_at,8.75E-02,1.24E-04,4.59E-03
1631368_s_at,9.37E-02,1.24E-04,4.61E-03
1623370_at,-1.60E-01,1.25E-04,4.61E-03
1640448_x_at,-3.88E-01,1.30E-04,4.81E-03
1634148_at,3.32E-01,1.31E-04,4.83E-03
1635330_at,-2.46E-01,1.31E-04,4.84E-03
1629127_at,-2.58E-01,1.32E-04,4.86E-03
1631509_a_at,8.45E-02,1.33E-04,4.86E-03
1630064_at,-2.16E-01,1.33E-04,4.86E-03
1628702_at,2.85E-01,1.35E-04,4.93E-03
1624874_at,1.81E-01,1.36E-04,4.95E-03
1623430_at,1.61E-01,1.36E-04,4.95E-03
1629434_at,2.47E-01,1.37E-04,4.98E-03
1630149_at,1.88E-01,1.38E-04,5.00E-03
1638939_at,2.05E-01,1.39E-04,5.01E-03
1627118_at,-1.44E-01,1.39E-04,5.01E-03
1629829_at,1.80E-01,1.43E-04,5.14E-03
1628237_s_at,9.15E-02,1.43E-04,5.15E-03
1636033_at,1.02E-01,1.45E-04,5.18E-03
1631627_at,1.90E-01,1.45E-04,5.18E-03
1639824_at,2.81E-01,1.45E-04,5.20E-03
1626887_at,1.90E-01,1.46E-04,5.20E-03
1638704_at,1.63E-01,1.46E-04,5.20E-03
1624997_s_at,1.80E-01,1.49E-04,5.30E-03
1625900_at,-2.47E-01,1.51E-04,5.34E-03
1636998_at,3.54E-01,1.51E-04,5.35E-03
1640417_a_at,1.54E-01,1.51E-04,5.35E-03
1633791_at,1.19E-01,1.53E-04,5.39E-03
1626298_at,-1.42E-01,1.54E-04,5.43E-03
1635980_s_at,-1.73E-01,1.56E-04,5.49E-03
1624897_at,4.77E-01,1.57E-04,5.50E-03
1636585_a_at,1.81E-01,1.57E-04,5.50E-03
1625257_s_at,1.54E-01,1.58E-04,5.52E-03
1636266_at,2.07E-01,1.58E-04,5.52E-03
1637859_at,5.06E-01,1.59E-04,5.52E-03
1633081_at,-1.47E-01,1.60E-04,5.56E-03
1637535_at,3.35E-01,1.62E-04,5.63E-03
1623325_at,-1.96E-01,1.64E-04,5.67E-03
1625814_at,-1.01E-01,1.65E-04,5.69E-03
1630266_at,4.88E-01,1.66E-04,5.71E-03
1630306_at,7.26E-02,1.66E-04,5.71E-03
1628141_at,9.52E-02,1.66E-04,5.71E-03
1628594_at,2.93E-01,1.67E-04,5.71E-03
1639638_a_at,-2.81E-01,1.67E-04,5.71E-03
1623823_a_at,4.69E-01,1.67E-04,5.71E-03
1641593_at,1.93E-01,1.67E-04,5.71E-03
1634305_at,2.40E-01,1.68E-04,5.73E-03
1623765_at,-1.36E-01,1.69E-04,5.77E-03
1631204_at,4.30E-01,1.70E-04,5.77E-03
1629009_at,1.91E-01,1.70E-04,5.77E-03
1634662_at,-3.88E-01,1.71E-04,5.78E-03
1635310_s_at,2.04E-01,1.72E-04,5.81E-03
1640559_at,2.68E-01,1.74E-04,5.87E-03
1625428_at,2.08E-01,1.74E-04,5.87E-03
1629254_at,-1.82E-01,1.75E-04,5.87E-03
1633066_at,-1.73E-01,1.78E-04,5.97E-03
1634191_at,1.31E-01,1.79E-04,5.99E-03
1641156_at,1.66E-01,1.80E-04,6.00E-03
1641540_a_at,1.28E-01,1.80E-04,6.00E-03
1629375_at,2.24E-01,1.80E-04,6.00E-03
1624890_s_at,-1.18E-01,1.80E-04,6.00E-03
1626683_at,3.29E-01,1.82E-04,6.06E-03
1627271_at,-4.46E-01,1.83E-04,6.06E-03
1634652_a_at,9.46E-02,1.83E-04,6.06E-03
1639487_at,2.95E-01,1.84E-04,6.07E-03
1622901_at,-2.58E-01,1.84E-04,6.07E-03
1624297_at,1.94E-01,1.88E-04,6.17E-03
1639766_at,2.04E-01,1.90E-04,6.24E-03
1637569_s_at,7.09E-01,1.91E-04,6.26E-03
1631891_at,-1.56E-01,1.91E-04,6.26E-03
1635447_at,-2.44E-01,1.92E-04,6.26E-03
1641681_s_at,2.49E-01,1.93E-04,6.28E-03
1623646_at,-1.53E-01,1.93E-04,6.30E-03
1640010_at,-2.99E-01,1.95E-04,6.34E-03
1625796_at,-2.35E-01,2.00E-04,6.49E-03
1624543_s_at,8.87E-01,2.02E-04,6.56E-03
1633637_at,-1.98E-01,2.04E-04,6.59E-03
1623391_at,2.45E-01,2.04E-04,6.59E-03
1629517_at,3.53E-01,2.05E-04,6.62E-03
1641242_at,-1.88E-01,2.09E-04,6.72E-03
1638508_at,5.41E-01,2.09E-04,6.72E-03
1629322_at,1.45E-01,2.10E-04,6.73E-03
1632472_s_at,2.08E-01,2.11E-04,6.76E-03
1638879_a_at,2.36E-01,2.11E-04,6.76E-03
1637608_at,1.48E-01,2.18E-04,6.96E-03
1626831_at,1.06E-01,2.20E-04,6.98E-03
1627973_s_at,-1.18E-01,2.20E-04,6.98E-03
1628162_at,1.46E-01,2.21E-04,7.03E-03
1623615_at,1.38E-01,2.22E-04,7.03E-03
1623704_at,-1.22E-01,2.22E-04,7.03E-03
1626689_at,-8.82E-01,2.23E-04,7.03E-03
1630639_at,1.01E-01,2.25E-04,7.09E-03
1629436_at,-1.28E-01,2.28E-04,7.19E-03
1637143_at,1.31E-01,2.29E-04,7.21E-03
1627443_at,1.37E-01,2.30E-04,7.22E-03
1631604_at,-2.09E-01,2.31E-04,7.22E-03
1626368_at,1.52E-01,2.32E-04,7.22E-03
1641310_at,2.02E-01,2.32E-04,7.22E-03
1640629_s_at,-1.46E-01,2.32E-04,7.22E-03
1635328_at,1.55E-01,2.37E-04,7.39E-03
1635165_a_at,-1.95E-01,2.38E-04,7.40E-03
1632348_at,2.64E-01,2.40E-04,7.45E-03
1628177_at,-5.89E-01,2.41E-04,7.45E-03
1624172_at,3.43E-01,2.43E-04,7.52E-03
1627725_at,-1.70E-01,2.45E-04,7.54E-03
1623159_at,-1.43E-01,2.45E-04,7.54E-03
1629155_at,1.56E-01,2.46E-04,7.54E-03
1631400_at,3.57E-01,2.46E-04,7.54E-03
1633238_at,2.69E-01,2.46E-04,7.54E-03
1639480_at,1.28E-01,2.47E-04,7.57E-03
1636451_a_at,1.74E-01,2.49E-04,7.60E-03
1634838_at,2.15E-01,2.49E-04,7.60E-03
1636281_at,1.74E-01,2.50E-04,7.61E-03
1624169_at,2.78E-01,2.51E-04,7.63E-03
1626150_at,1.30E-01,2.51E-04,7.63E-03
1641718_at,9.86E-02,2.55E-04,7.74E-03
1629836_at,-1.80E-01,2.56E-04,7.74E-03
1639171_at,8.88E-02,2.57E-04,7.77E-03
1627446_at,2.56E-01,2.58E-04,7.77E-03
1634192_at,3.88E-01,2.58E-04,7.78E-03
1639034_at,1.95E-01,2.58E-04,7.78E-03
1639902_at,2.36E-01,2.60E-04,7.80E-03
1636001_at,1.58E-01,2.60E-04,7.80E-03
1624372_at,9.76E-02,2.61E-04,7.80E-03
1633913_at,2.20E-01,2.61E-04,7.81E-03
1638580_at,1.56E-01,2.64E-04,7.87E-03
1625122_at,-2.10E-01,2.68E-04,7.99E-03
1641082_at,-2.90E-01,2.69E-04,7.99E-03
1630612_at,-2.77E-01,2.69E-04,7.99E-03
1634095_at,-7.77E-02,2.70E-04,8.00E-03
1638933_at,-1.60E-01,2.73E-04,8.08E-03
1641334_at,-1.03E-01,2.74E-04,8.09E-03
1640835_a_at,-1.18E-01,2.77E-04,8.18E-03
1641117_a_at,-1.84E-01,2.79E-04,8.24E-03
1624225_at,2.77E-01,2.80E-04,8.25E-03
1635593_at,-1.79E-01,2.82E-04,8.30E-03
1634373_a_at,-2.43E-01,2.84E-04,8.32E-03
1627632_at,-1.09E-01,2.84E-04,8.33E-03
1632216_at,1.85E-01,2.85E-04,8.33E-03
1626218_s_at,1.48E-01,2.87E-04,8.38E-03
1628139_at,-1.87E-01,2.90E-04,8.44E-03
1623777_s_at,1.54E-01,2.90E-04,8.44E-03
1630508_at,-1.26E-01,2.90E-04,8.44E-03
1632358_at,1.39E-01,2.93E-04,8.51E-03
1639257_s_at,-6.88E-02,2.94E-04,8.52E-03
1632490_at,1.92E-01,2.95E-04,8.52E-03
1633427_at,3.59E-01,2.95E-04,8.53E-03
1627159_at,8.21E-01,2.96E-04,8.54E-03
1625832_at,-1.90E-01,2.97E-04,8.55E-03
1638307_s_at,-1.20E-01,3.05E-04,8.76E-03
1631026_at,-1.18E-01,3.09E-04,8.88E-03
1639198_at,7.58E-02,3.10E-04,8.89E-03
1630645_at,3.89E-01,3.12E-04,8.92E-03
1638393_at,1.83E-01,3.12E-04,8.92E-03
1624132_at,1.58E-01,3.13E-04,8.95E-03
1625644_at,1.53E-01,3.16E-04,9.00E-03
1639774_at,-2.22E-01,3.16E-04,9.00E-03
1624137_at,3.62E-01,3.19E-04,9.06E-03
1636378_a_at,2.27E-01,3.19E-04,9.06E-03
1629744_a_at,1.58E-01,3.22E-04,9.12E-03
1628426_s_at,-1.59E-01,3.23E-04,9.13E-03
1623424_a_at,1.70E-01,3.25E-04,9.16E-03
1625512_s_at,2.28E-01,3.25E-04,9.16E-03
1634097_s_at,5.17E-01,3.29E-04,9.27E-03
1626740_at,5.56E-01,3.30E-04,9.27E-03
1636859_at,-1.46E-01,3.36E-04,9.42E-03
1626401_at,-5.42E-01,3.42E-04,9.60E-03
1641695_a_at,-1.10E-01,3.45E-04,9.67E-03
1632573_at,1.63E-01,3.49E-04,9.74E-03
1625334_at,1.37E-01,3.49E-04,9.74E-03
1626066_at,1.98E-01,3.51E-04,9.77E-03
1627704_a_at,1.83E-01,3.51E-04,9.77E-03
1633208_at,-4.89E-01,3.53E-04,9.82E-03
1626480_s_at,-1.28E-01,3.55E-04,9.86E-03
1626058_at,2.33E-01,3.56E-04,9.86E-03
1635374_at,-1.36E-01,3.57E-04,9.87E-03
1629552_at,-1.19E-01,3.58E-04,9.90E-03
1637835_at,2.68E-01,3.60E-04,9.94E-03
1635461_at,-1.34E-01,3.64E-04,1.00E-02
1637403_at,4.77E-01,3.66E-04,1.01E-02
1637240_a_at,1.22E-01,3.68E-04,1.01E-02
1635299_at,1.50E-01,3.69E-04,1.01E-02
1628677_at,1.82E-01,3.70E-04,1.01E-02
1636886_at,-1.60E-01,3.71E-04,1.02E-02
1641375_at,1.94E-01,3.74E-04,1.02E-02
1634738_s_at,1.32E-01,3.74E-04,1.02E-02
1630274_s_at,1.29E-01,3.78E-04,1.03E-02
1630603_at,-2.48E-01,3.82E-04,1.04E-02
1629678_a_at,2.03E-01,3.84E-04,1.04E-02
1638903_at,-4.09E-01,3.84E-04,1.04E-02
1636440_at,7.57E-02,3.88E-04,1.05E-02
1623308_at,1.52E-01,3.90E-04,1.05E-02
1628228_at,-1.91E-01,3.92E-04,1.06E-02
1629789_at,-1.72E-01,3.92E-04,1.06E-02
1637028_at,1.38E-01,3.95E-04,1.06E-02
1628644_at,1.60E-01,3.95E-04,1.06E-02
1635329_at,9.58E-02,3.97E-04,1.07E-02
1630515_s_at,-2.03E-01,3.99E-04,1.07E-02
1637292_at,1.33E-01,4.01E-04,1.07E-02
1633030_at,1.46E-01,4.04E-04,1.08E-02
1636911_at,1.74E-01,4.04E-04,1.08E-02
1626529_at,1.85E-01,4.04E-04,1.08E-02
1630981_at,1.24E-01,4.05E-04,1.08E-02
1638527_a_at,-2.52E-01,4.07E-04,1.08E-02
1639770_at,-2.13E-01,4.09E-04,1.09E-02
1640873_s_at,-1.41E-01,4.09E-04,1.09E-02
1635084_at,2.24E-01,4.10E-04,1.09E-02
1628121_at,-1.32E-01,4.12E-04,1.09E-02
1624489_a_at,-2.00E-01,4.15E-04,1.10E-02
1633079_at,2.29E-01,4.17E-04,1.10E-02
1627520_at,-1.28E-01,4.17E-04,1.10E-02
1627619_at,-1.32E-01,4.17E-04,1.10E-02
1626383_at,-1.23E-01,4.19E-04,1.10E-02
1632954_at,1.12E-01,4.20E-04,1.10E-02
1628147_at,2.39E-01,4.20E-04,1.10E-02
1635805_at,2.45E-01,4.20E-04,1.10E-02
1641234_at,-2.46E-01,4.21E-04,1.10E-02
1629015_a_at,9.82E-02,4.22E-04,1.10E-02
1623371_at,-2.18E-01,4.23E-04,1.10E-02
1635937_at,3.52E-01,4.23E-04,1.10E-02
1623959_at,-1.79E-01,4.29E-04,1.11E-02
1624508_at,2.14E-01,4.30E-04,1.11E-02
1626430_at,-1.58E-01,4.33E-04,1.12E-02
1631242_at,1.61E-01,4.35E-04,1.12E-02
1635892_at,8.55E-02,4.35E-04,1.12E-02
1630755_at,1.44E-01,4.36E-04,1.12E-02
1636080_a_at,1.60E-01,4.36E-04,1.12E-02
1623117_at,2.02E-01,4.37E-04,1.12E-02
1626725_at,9.39E-02,4.37E-04,1.12E-02
1625072_s_at,1.97E-01,4.37E-04,1.12E-02
1640286_at,1.17E-01,4.41E-04,1.13E-02
1629601_at,1.88E-01,4.41E-04,1.13E-02
1641627_at,-2.44E-01,4.41E-04,1.13E-02
1632403_at,1.20E-01,4.44E-04,1.13E-02
1639730_at,-3.56E-01,4.45E-04,1.13E-02
1624902_at,2.10E-01,4.47E-04,1.14E-02
1632975_at,-3.85E-01,4.48E-04,1.14E-02
1634196_at,-1.77E-01,4.51E-04,1.14E-02
1629766_at,1.01E-01,4.52E-04,1.14E-02
1637958_at,-2.83E-01,4.52E-04,1.14E-02
1630551_at,1.40E-01,4.54E-04,1.15E-02
1634468_at,-2.52E-01,4.56E-04,1.15E-02
1630186_at,2.27E-01,4.58E-04,1.15E-02
1640458_at,-5.09E-01,4.61E-04,1.16E-02
1639784_at,8.29E-02,4.61E-04,1.16E-02
1631702_at,-9.82E-02,4.62E-04,1.16E-02
1628084_at,8.45E-01,4.64E-04,1.16E-02
1637009_at,1.41E-01,4.73E-04,1.18E-02
1631536_at,1.47E-01,4.75E-04,1.19E-02
1629967_s_at,1.16E-01,4.80E-04,1.20E-02
1632041_s_at,1.48E-01,4.82E-04,1.20E-02
1637367_at,-2.80E-01,4.83E-04,1.20E-02
1633400_at,9.02E-02,4.85E-04,1.21E-02
1633229_a_at,-1.17E-01,4.86E-04,1.21E-02
1632679_s_at,2.07E-01,4.91E-04,1.22E-02
1628124_at,1.91E-01,4.91E-04,1.22E-02
1640249_at,3.20E-01,4.94E-04,1.22E-02
1628616_at,-1.44E-01,4.95E-04,1.22E-02
1636006_at,1.73E-01,4.96E-04,1.22E-02
1636156_at,1.70E-01,4.96E-04,1.22E-02
1635695_at,-8.97E-01,5.04E-04,1.24E-02
1638845_at,1.51E-01,5.05E-04,1.24E-02
1628090_at,1.59E-01,5.06E-04,1.24E-02
1636958_s_at,1.15E-01,5.12E-04,1.26E-02
1641262_at,9.05E-02,5.18E-04,1.27E-02
1641173_at,-1.13E-01,5.20E-04,1.27E-02
1640042_at,1.34E-01,5.20E-04,1.27E-02
1634560_at,9.65E-02,5.22E-04,1.27E-02
1631523_at,-2.44E-01,5.22E-04,1.27E-02
1641533_at,-1.33E-01,5.24E-04,1.28E-02
1629109_at,-9.85E-02,5.27E-04,1.28E-02
1626351_at,-1.73E-01,5.30E-04,1.29E-02
1623666_at,-2.16E-01,5.31E-04,1.29E-02
1625750_at,1.47E-01,5.34E-04,1.29E-02
1631308_at,8.38E-02,5.37E-04,1.30E-02
1624215_s_at,9.61E-02,5.42E-04,1.31E-02
1630052_s_at,-1.03E-01,5.44E-04,1.31E-02
1634452_s_at,1.43E-01,5.48E-04,1.32E-02
1638861_at,1.80E-01,5.49E-04,1.32E-02
1641282_at,-2.38E-01,5.49E-04,1.32E-02
1638545_at,-1.59E-01,5.53E-04,1.33E-02
1635522_a_at,1.66E-01,5.54E-04,1.33E-02
1634629_at,-2.22E-01,5.57E-04,1.33E-02
1625434_at,-1.59E-01,5.58E-04,1.33E-02
1636965_at,-1.16E-01,5.58E-04,1.33E-02
1635211_at,1.76E-01,5.60E-04,1.34E-02
1635270_at,1.160511551,5.65E-04,1.34E-02
1632819_at,1.31E-01,5.65E-04,1.34E-02
1632465_s_at,1.50E-01,5.66E-04,1.34E-02
1628355_at,-2.38E-01,5.70E-04,1.35E-02
1627943_at,-1.80E-01,5.72E-04,1.35E-02
1636793_at,1.48E-01,5.72E-04,1.35E-02
1628521_at,1.06E-01,5.73E-04,1.35E-02
1626230_s_at,-1.74E-01,5.75E-04,1.36E-02
1625875_at,1.75E-01,5.77E-04,1.36E-02
1630012_at,1.20E-01,5.77E-04,1.36E-02
1624092_at,-5.39E-01,5.78E-04,1.36E-02
1624386_at,-9.33E-02,5.81E-04,1.37E-02
1629955_at,3.96E-01,5.89E-04,1.38E-02
1634664_at,-2.13E-01,5.89E-04,1.38E-02
1638969_at,-1.48E-01,5.90E-04,1.38E-02
1630752_at,2.23E-01,5.95E-04,1.39E-02
1639640_at,1.14E-01,6.02E-04,1.40E-02
1633448_at,1.02E-01,6.02E-04,1.40E-02
1632868_a_at,1.89E-01,6.08E-04,1.42E-02
1639605_at,-1.11E-01,6.10E-04,1.42E-02
1629953_at,1.59E-01,6.14E-04,1.43E-02
1627759_at,2.41E-01,6.17E-04,1.43E-02
1640358_at,-1.06E-01,6.22E-04,1.44E-02
1637922_at,-1.47E-01,6.22E-04,1.44E-02
1627436_s_at,2.40E-01,6.25E-04,1.45E-02
1634935_a_at,3.11E-01,6.26E-04,1.45E-02
1641490_s_at,1.50E-01,6.32E-04,1.46E-02
1639235_at,2.16E-01,6.33E-04,1.46E-02
1627376_at,1.16E-01,6.33E-04,1.46E-02
1630434_a_at,1.35E-01,6.43E-04,1.48E-02
1624788_at,1.45E-01,6.44E-04,1.48E-02
1637986_at,-2.74E-01,6.45E-04,1.48E-02
1625895_a_at,9.65E-02,6.50E-04,1.49E-02
1636142_at,8.23E-02,6.54E-04,1.49E-02
1640430_s_at,1.08E-01,6.58E-04,1.50E-02
1637311_at,-1.05E-01,6.62E-04,1.51E-02
1638078_at,1.75E-01,6.63E-04,1.51E-02
1625760_at,-5.31E-01,6.64E-04,1.51E-02
1624130_at,5.07E-01,6.68E-04,1.52E-02
1628446_at,-2.58E-01,6.72E-04,1.52E-02
1631356_at,1.22E-01,6.73E-04,1.52E-02
1639837_at,1.86E-01,6.75E-04,1.53E-02
1634658_a_at,1.85E-01,6.82E-04,1.54E-02
1624476_at,6.37E-01,6.83E-04,1.54E-02
1635420_at,-1.14E-01,6.85E-04,1.54E-02
1629144_at,1.08E-01,6.89E-04,1.55E-02
1626338_s_at,1.56E-01,6.90E-04,1.55E-02
1638889_at,-1.30E-01,6.92E-04,1.55E-02
1638103_at,2.86E-01,6.98E-04,1.56E-02
1632989_a_at,-1.52E-01,6.98E-04,1.56E-02
1639680_at,-2.33E-01,6.98E-04,1.56E-02
1639909_at,2.03E-01,6.98E-04,1.56E-02
1624953_at,1.97E-01,7.01E-04,1.57E-02
1627703_at,-1.33E-01,7.02E-04,1.57E-02
1627978_at,-2.13E-01,7.03E-04,1.57E-02
1641349_at,1.38E-01,7.08E-04,1.58E-02
1637322_at,1.42E-01,7.14E-04,1.59E-02
1627562_at,-1.30E-01,7.16E-04,1.59E-02
1639677_at,2.06E-01,7.17E-04,1.59E-02
1635618_at,-1.92E-01,7.18E-04,1.59E-02
1631521_at,3.17E-01,7.23E-04,1.60E-02
1629074_a_at,1.41E-01,7.27E-04,1.61E-02
1634855_s_at,1.22E-01,7.30E-04,1.61E-02
1630180_at,2.35E-01,7.33E-04,1.62E-02
1638596_at,1.82E-01,7.37E-04,1.62E-02
1639069_at,1.156280051,7.37E-04,1.62E-02
1632979_at,1.49E-01,7.38E-04,1.62E-02
1634201_at,1.69E-01,7.40E-04,1.62E-02
1636089_at,1.63E-01,7.42E-04,1.63E-02
1639242_a_at,-7.55E-02,7.44E-04,1.63E-02
1641268_at,4.59E-01,7.49E-04,1.64E-02
1635402_at,-1.26E-01,7.51E-04,1.64E-02
1628818_at,2.31E-01,7.53E-04,1.64E-02
1639063_at,1.28E-01,7.57E-04,1.65E-02
1636954_at,1.82E-01,7.57E-04,1.65E-02
1629948_at,-1.34E-01,7.61E-04,1.66E-02
1627100_s_at,1.64E-01,7.68E-04,1.67E-02
1626413_at,-2.15E-01,7.68E-04,1.67E-02
1638182_at,-2.79E-01,7.71E-04,1.67E-02
1638582_at,-1.75E-01,7.75E-04,1.68E-02
1630528_at,4.48E-01,7.75E-04,1.68E-02
1640737_at,-1.41E-01,7.76E-04,1.68E-02
1633460_at,-1.44E-01,7.77E-04,1.68E-02
1633761_at,2.08E-01,7.77E-04,1.68E-02
1623505_s_at,1.25E-01,7.80E-04,1.68E-02
1625587_at,-2.12E-01,7.81E-04,1.68E-02
1628621_at,7.52E-02,7.81E-04,1.68E-02
1626607_at,-7.58E-02,7.82E-04,1.68E-02
1627000_s_at,1.96E-01,7.83E-04,1.68E-02
1631239_s_at,4.82E-01,7.85E-04,1.68E-02
1626217_at,-8.22E-02,7.87E-04,1.68E-02
1632210_at,3.48E-01,7.89E-04,1.69E-02
1633891_at,-1.13E-01,7.92E-04,1.69E-02
1631382_at,-1.52E-01,8.02E-04,1.71E-02
1640837_a_at,-1.21E-01,8.08E-04,1.72E-02
1623740_at,-1.77E-01,8.10E-04,1.72E-02
1639183_a_at,3.70E-01,8.11E-04,1.72E-02
1627257_at,9.43E-02,8.11E-04,1.72E-02
1641353_s_at,1.72E-01,8.15E-04,1.73E-02
1640002_at,1.82E-01,8.26E-04,1.75E-02
1633418_at,-9.51E-02,8.27E-04,1.75E-02
1640090_a_at,-9.93E-02,8.27E-04,1.75E-02
1634913_s_at,1.44E-01,8.28E-04,1.75E-02
1633812_at,3.79E-01,8.28E-04,1.75E-02
1626417_at,2.57E-01,8.29E-04,1.75E-02
1640380_a_at,1.43E-01,8.31E-04,1.75E-02
1641240_a_at,-1.91E-01,8.31E-04,1.75E-02
1637391_at,-1.52E-01,8.35E-04,1.75E-02
1624206_at,3.02E-01,8.36E-04,1.75E-02
1638925_at,-1.55E-01,8.43E-04,1.77E-02
1627297_at,1.88E-01,8.49E-04,1.78E-02
1639154_at,-1.29E-01,8.52E-04,1.78E-02
1637615_at,1.07E-01,8.55E-04,1.79E-02
1636672_at,5.77E-01,8.57E-04,1.79E-02
1628608_at,-2.92E-01,8.62E-04,1.80E-02
1635659_at,9.39E-02,8.66E-04,1.80E-02
1630362_at,-1.08E-01,8.66E-04,1.80E-02
1629401_s_at,1.43E-01,8.68E-04,1.80E-02
1629572_a_at,-1.68E-01,8.69E-04,1.80E-02
1636622_at,3.40E-01,8.78E-04,1.82E-02
1641383_s_at,-1.23E-01,8.83E-04,1.83E-02
1624266_at,-1.32E-01,8.90E-04,1.84E-02
1632361_at,1.46E-01,8.95E-04,1.85E-02
1637131_at,-1.19E-01,8.96E-04,1.85E-02
1634666_at,-1.67E-01,8.98E-04,1.85E-02
1629507_a_at,1.32E-01,9.02E-04,1.86E-02
1626435_at,5.36E-01,9.03E-04,1.86E-02
1629179_at,-3.30E-01,9.06E-04,1.86E-02
1632376_at,1.79E-01,9.08E-04,1.86E-02
1625877_s_at,3.28E-01,9.08E-04,1.86E-02
1637176_at,-1.16E-01,9.10E-04,1.86E-02
1627180_at,-4.29E-01,9.11E-04,1.86E-02
1629952_at,-2.06E-01,9.18E-04,1.87E-02
1638644_at,-1.74E-01,9.21E-04,1.88E-02
1628984_s_at,1.39E-01,9.23E-04,1.88E-02
1636695_at,1.66E-01,9.25E-04,1.88E-02
1639863_at,-1.44E-01,9.26E-04,1.88E-02
1625630_at,2.01E-01,9.27E-04,1.88E-02
1629597_a_at,1.62E-01,9.28E-04,1.88E-02
1623683_at,1.20E-01,9.29E-04,1.88E-02
1623584_at,7.86E-02,9.31E-04,1.88E-02
1623524_at,1.99E-01,9.32E-04,1.88E-02
1633187_at,-1.24E-01,9.33E-04,1.88E-02
1640569_at,-9.97E-02,9.38E-04,1.89E-02
1625680_a_at,-1.35E-01,9.39E-04,1.89E-02
1630476_s_at,1.18E-01,9.40E-04,1.89E-02
1623050_at,-1.38E-01,9.44E-04,1.90E-02
1624614_at,8.25E-02,9.44E-04,1.90E-02
1625551_at,-1.65E-01,9.50E-04,1.91E-02
1632179_at,-1.13E-01,9.50E-04,1.91E-02
1628623_at,1.80E-01,9.53E-04,1.91E-02
1637109_s_at,1.57E-01,9.55E-04,1.91E-02
1639427_at,3.88E-01,9.60E-04,1.92E-02
1641130_at,1.34E-01,9.67E-04,1.93E-02
1628175_at,1.30E-01,9.68E-04,1.93E-02
1641624_at,1.86E-01,9.68E-04,1.93E-02
1625990_at,1.21E-01,9.72E-04,1.94E-02
1633377_at,2.12E-01,9.74E-04,1.94E-02
1628583_at,1.59E-01,9.74E-04,1.94E-02
1639602_s_at,1.91E-01,9.79E-04,1.94E-02
1637964_at,-1.75E-01,9.83E-04,1.95E-02
1634991_at,-3.54E-01,9.89E-04,1.96E-02
1635276_at,1.91E-01,9.90E-04,1.96E-02
1628335_at,1.15E-01,9.90E-04,1.96E-02
1639180_at,-2.38E-01,9.91E-04,1.96E-02
1625181_at,-1.29E-01,9.92E-04,1.96E-02
1640496_at,9.81E-02,9.93E-04,1.96E-02
1632710_s_at,7.08E-02,9.96E-04,1.96E-02
1635716_at,1.32E-01,9.97E-04,1.96E-02
1626352_at,1.30E-01,9.97E-04,1.96E-02
1631121_at,-1.70E-01,9.99E-04,1.96E-02
1631234_at,-2.27E-01,9.99E-04,1.96E-02
1624592_at,1.01E-01,1.00E-03,1.96E-02
1626182_a_at,2.34E-01,1.00E-03,1.96E-02
1630065_at,5.98E-01,1.00E-03,1.96E-02
1627955_a_at,1.66E-01,1.01E-03,1.97E-02
1633279_s_at,-1.46E-01,1.01E-03,1.97E-02
1635508_at,7.65E-02,1.01E-03,1.97E-02
1634940_at,9.78E-02,1.02E-03,1.97E-02
1640838_s_at,1.28E-01,1.02E-03,1.97E-02
1635918_at,1.05E-01,1.02E-03,1.99E-02
1641152_at,-1.35E-01,1.03E-03,1.99E-02
1628768_at,2.68E-01,1.03E-03,1.99E-02
1623782_at,9.04E-02,1.03E-03,1.99E-02
1634486_at,-3.00E-01,1.03E-03,1.99E-02
1626049_at,1.33E-01,1.03E-03,1.99E-02
1635031_s_at,1.70E-01,1.04E-03,2.00E-02
1635428_at,2.03E-01,1.04E-03,2.00E-02
1632240_at,1.79E-01,1.04E-03,2.00E-02
1628331_at,2.44E-01,1.04E-03,2.00E-02
1623994_at,2.32E-01,1.04E-03,2.01E-02
1629923_at,1.21E-01,1.05E-03,2.01E-02
1623355_at,-2.29E-01,1.05E-03,2.01E-02
1635756_at,1.09E-01,1.05E-03,2.02E-02
1641556_a_at,-9.16E-02,1.06E-03,2.02E-02
1641258_at,-1.35E-01,1.06E-03,2.02E-02
1639448_at,1.50E-01,1.06E-03,2.03E-02
1641342_at,1.57E-01,1.07E-03,2.03E-02
1623472_at,1.84E-01,1.07E-03,2.03E-02
1629075_at,-1.11E-01,1.07E-03,2.03E-02
1632207_a_at,1.41E-01,1.07E-03,2.04E-02
1623565_at,-1.87E-01,1.09E-03,2.07E-02
1636742_at,2.00E-01,1.09E-03,2.07E-02
1640976_at,-1.66E-01,1.09E-03,2.07E-02
1624594_at,7.39E-02,1.09E-03,2.07E-02
